idVaga,NomeVaga,Cidade,UF,Salario,QuantidadeVaga,DataPesquisa,Perfil,Descricao,DataPubli,Pesquisa
15383050,Cientista de Dados,São Paulo,SP,A Combinar,1,2019-09-16,Profissional,Realizar a análise da necessidade; estruturação dos dados e geração da ciência de dados para o cliente. HDFS; Ambiente Hadoop; Liguagem R; Have; Kafka; Spark; Python; Hbase; BigData; Zeppelin; MapReduce; MongoDB; Sqoop; Ambari; Zookeeper; PIG; Solr; Linux Conhecimento de ambiente Hadoop; ferramentas específicas; interação com usuário final; estruturação de dados e aplicação de cálculos; modelos; métricas e extração de relatórios.,2019-08-16T20:59:59-0300,cientista de dados
15410714,Cientista de dados - Senior,São Paulo,SP,A Combinar,1,2019-09-16,Profissional,Profissional atuará como Cientista de Dados; em uma empresa no mercado de Drogarias. É necessário que o profissional possua vivência profissional com Linguagens Python ou R - Estatística básica: conhecimento sobre médias; medianas; quartis; desvio padrão; probabilidade; testes estatísticos entre outros conceitos. Aprendizado de máquina: conhecimento dos principais algoritmos; quando utilizá-los e forma correta de realizar experimentos e engenharia de features. Conhecimento em Python; SQL; Hadoop; Spark; NoSQL; Mongodb; Cassandra; NEO4J.,2019-08-22T20:59:59-0300,cientista de dados
15028503,Cientista de Dados,Brasilia,DF,A Combinar,1,2019-09-16,Profissional,O cientista de dados ou Data Scientist é considerado a nova geração de especialistas em análise de dados; com habilidades técnicas para resolver problemas complexos e curiosidade para explorar quais problemas necessitam de solução. Conhecimentos específicos: linguagens de programação de análise de dados (R; Python e SQL); visualização de Dados (Spotfire ou PowerBI ou Cognos); data Mining (Análise exploratória de dados); infraestrutura de Big Data (Hadoop; MapReduce e Spark); algoritmos: regressão Logística e (árvore de decisão ou Random Forest ou xgbooster ou regressão linear; etc.); notebook: Jupyter ou Zepellin; Hive; Hbase; ETL: Datastage ou Sqoop. Experiência em projetos de analytics: Machine Learning; Deep Learning; análise de sentimentos e análise de Conteúdo (NLP; word2vec; bag of words); Git (Gitlab); Hortonworks ou Cloudera. Habilidades: comunicação; estatísticas e foco em solução de problemas. Graduação na área de TI ou em qualquer outra área acompanhada de Pós-graduação na área de TI.,2019-07-19T20:59:59-0300,cientista de dados
15243467,Cientista de Dados,Brasilia,DF,A Combinar,1,2019-09-16,Profissional,Análise de dados; com habilidades técnicas para resolver problemas complexos e curiosidade para explorar quais problemas necessitam de solução. Experiência em ciência de dados; Machine Learning; inteligência artificial; Python R; Hadoop; Sparc e H2O. Formação Superior completo em cursos na área de tecnologia. Desejável Pós-graduação.,2019-07-19T20:59:59-0300,cientista de dados
15260074,Estatístico - Cientista de Dados,Curitiba,PR,A Combinar,1,2019-09-16,Profissional,Definição de regras associativas. Modelos de classificação. Análise exploratória. Mineração de dados. Conhecimento em R ou Python. Excel avançado.,2019-07-23T20:59:59-0300,cientista de dados
15260495,Cientista de Dados,São Paulo,SP,A Combinar,1,2019-09-16,Profissional,A Stefanini Labs; célula de inovação da Stefanini; está em busca de um Cientista de dados para compor o time. Necessário conhecimento nas linguagens: Python; R e Java Script. Conhecimentos em Ciências de Dados: NLP e  Fuzzy (Lógica nebulosa). Noções de similaridade: Redes Neurais (Tensowflow; Keras); Modelos de classificação (SVM; Random Forest; Logistic Regression); Modelos de clusterização (KMEANS e Dendogramação). Conhecimentos em orquestração: NodeRED; NodeJS e Bancos de dados: MongoDB; MySQL; Oracle. Inglês avançado. Diferencias:   Otimização matemática; Cloudant; Linguagem Julia - SAS ou SPSS (análise de dados). Resolver problemas complexos e curiosidade para explorar quais problemas necessitam de solução; atuar com negócios de TI; etc.,2019-07-24T20:59:59-0300,cientista de dados
15279558,Cientista de Dados,Barueri,SP,"De R$ 1.001,00 a R$ 2.000,00",1,2019-09-16,Profissional,Atuar na estruturação de um Lake de dados usando soluções de BIG Data. Atuar na estruturação de um Lake de dados usando soluções de BIG Data; possibilitando savings de negócios; rentabilização da informação; construção de modelos e estratégias mais ágeis e automáticas. Gerir a implantação do projeto e governança de dados para a Empresa. Conhecimento em ciência de dados; automatização de dados e deploy de modelos em plataformas Cloud; histórico de desenvolvimento de Data Lake e DW (desejável). Conhecimento técnico arquitetura de dados. Experiência em manipulação de dados. Uso de SAS; Oracle; SQL. R; Phyton (desejável). Superior completo formado; preferencialmente em engenharia; ciência da computação ou exatas em geral. Pós graduação / MBA em Big Data é desejável. Curso de Data Science (desejável).,2019-07-26T20:59:59-0300,cientista de dados
15289948,Cientista de dados,Barueri,SP,A Combinar,1,2019-09-16,Profissional,Realizar a análise da necessidade; estruturação dos  dados e geração da ciência de dados para o cliente. HDFSAmbiente Hadoop Liguagem R Have Kafka Spark Python Hbase BigData Zeppelin MapReduce MongoDB SqoopAmbari Zookeeper PIG Solr; atender o cliente in loco (Ribeirão Preto) algumas vezes por mês. Necessário possuir conhecimento de  ambiente Hadoop; ferramentas específicas ; interação com usuário final; estruturação de dados e aplicação de  cálculos; modelos; métricas e extração de relatórios.  Possuir inglês intermediário leitura e escrita,2019-07-29T20:59:59-0300,cientista de dados
15289991,Cientista de Dados & Big Data,Rio de Janeiro,RJ,A Combinar,2,2019-09-16,Profissional,Criar soluções analíticas usando algoritmos de Machine Learning e Deep Learning; com as bibliotecas existentes; mas não limitadas a: Sklearn do python; tensorflow; keras. Criar soluções analíticas usando o Spark em um cluster Hadoop. Criar modelos preditivos; modelos baseados em aprendizagem supervisionada e não supervisionada; usando as bibliotecas do python; Knime e Spark. Criar modelos em redes neurais; redes bayesianas; decision trees; randon forests; clustering; k-means; redes neurais probabilísticas; naive bayes; fuzzy logic; SVM e regressões multivariadas em geral. Criar modelos de análise de estimativa de risco. Ensino Superior completo nas áreas de Engenharia; Matemática; Estatística; Química; Física; Computação ou Análise de Sistema. Experiência comprovada através de certificação fornecida pela HortonWorks; Cloudera; MapR ou Databricks em sistema Hadoop e/ou Spark; ou certificação Anaconda Data Science Certification em Machine Learning; ou certificação AWS Certified Big Data; ou certificação MCSE (Microsoft Certified Solutions Expert) Data Management and Analytics; ou MCSA (Microsoft Certified Solutions Associate) Data Science; ou certificação IBM Certified Data Architect Big Data. Conhecimento em programação; Python com as bibliotecas (Sklearn; Numpy; Scipy; Tensorflow); algorítmos de Machine Learning e Deep Learning e linguagem SQL.,2019-07-30T20:59:59-0300,cientista de dados
15295964,Cientista de Dados,São Paulo,SP,A Combinar,1,2019-09-16,Profissional,A essence é uma consultoria com mais de 14 anos no mercado especializada no desenvolvimento e implementação de soluções inovadoras e terceirização de serviços em TI. Requisitos: Linguagens Python ou R - Estatística básica: conhecimento sobre médias; medianas; quartis; desvio padrão; probabilidade; testes estatísticos entre outros conceitos. Aprendizado de máquina: conhecimento dos principais algoritmos; quando utilizá-los e forma correta de realizar experimentos e engenharia de features. Desejável: SQL. Experiência em desenvolvimento Python (pandas; scikit-learn; matplotlib). Demonstrar experiência com Hadoop e Spark. Demonstrar experiência com bancos de dados NoSQL - MongoDB; Cassandra; Neo4j.,2019-07-31T20:59:59-0300,cientista de dados
15306504,Cientista de Dados,Belo Horizonte,MG,A Combinar,1,2019-09-16,Profissional,Os Cientistas de Dados são em parte matemáticos; cientistas da computação e investigadores de tendências. Por serem profissionais atuantes no mundo dos negócios e em TI; são muito bem pagos,2019-08-01T20:59:59-0300,cientista de dados
15316042,Analista de Inteligência de Mercado-Cientista de Dados,Contagem,MG,A Combinar,1,2019-09-16,Profissional,Atuação com variadas técnicas estatísticas; de análise de dados e de mineração de dados.Conhecimento de ferramentas analíticas e estatísticas ou análise estatística avançada e integração com big data (R; SPSS ou SAS) Formação superior completa em Estatística; Matemática; Computação; Sistemas de Informação; Economia; Engenharia ou afins,2019-08-02T20:59:59-0300,cientista de dados
15111974,Cientista de Dados,São Paulo,SP,"De R$ 4.001,00 a R$ 5.000,00",1,2019-09-16,Profissional,Transformar as fontes de dados e informações em relatórios acessíveis; facilitando a tomada de decisão dos gestores da empresa. Escolaridade: Superior completo em Ciências da Computação; Tecnologia da Informação; Estatística ou afins. Experiência na função. Inglês intermediário. Conhecimentos em pacote Office avançado; banco de Dados (SQL / MySQL) intermediário. Construção e manipulação de dashboards - Intermediário; Business Intelligence (BI) - Intermediário e Big Data - Intermediário. Linguagem de Programação: Desejável.,2019-07-17T20:59:59-0300,cientista de dados
15216124,Consultor Data Science,Belo Horizonte,MG,A Combinar,1,2019-09-16,Profissional,A IT.EAM é tecnologia da informação e inteligência sobre os dados. Nossas soluções e serviços em tecnologia ajudam as empresas a se tornarem mais competitivas através de nossas unidades de negócio de segurança da informação; EAM e Analytics. A vaga é destinada para nossa área de Analytics; que busca trazer todo o necessário para as organizações a tornarem data- driven; através de análise preditiva e inteligência artificial. A responsabilidade do contratado será trabalhar diretamente com as massas de dados históricas de nossos clientes para desenhar modelos preditivos em sistemas de detecção de fraude; previsão de falha de equipamentos; campanhas de marketing; etcs. Ensino Superior completo em Engenharia; Estatística; Ciências da Computação; Tecnologia da Informação; Administração ou Ciências Exatas. Conhecimento em modelos estatísticos/matemáticos. Conhecimento em linguagens de programação (R; Python; Java). Machine Learning. Habilidades desejadas: Capacidade de realizar a mineração e análise de dados. Boa comunicação. Boa lógica de programação. Capacidade de resolução de problemas.,2019-08-29T20:59:59-0300,data scientist
15269029,Especialista Data Science,São Paulo,SP,A Combinar,1,2019-09-16,Profissional,Desenvolver e fazer gestão de modelos preditivos; incluindo novas metodologias; atuando na resolução de problemas complexos. Você precisa saber: Manipular grandes bases de dados com foco na execução das atividades de Data Analytics; explorando a base transacional de clientes e dados externos disponíveis em busca de Insights e GAPs;você precisa ter: Graduação completa em Ciências da Computação; Matemática; Estatística ou áreas correlatas. (Mestrado / Doutorado em IA; ML será um diferencial);  Conhecimentos avançados no desenvolvimento de Modelos Estatísticos; Experiência com programação em R; Python orientados ao aprendizado de máquina e aplicativos de modelagem de dados;  Conhecimento de ferramentas de Big Data (Hadoop; Hive e Spark).,2019-07-24T20:59:59-0300,data scientist
15269070,Analista Data Science Pleno,São Paulo,SP,A Combinar,1,2019-09-16,Profissional,Desenvolver modelos preditivos; incluindo novas metodologias; atuando na resolução de problemas complexos que dependam de habilidades técnicas; Você precisa saber: Manipular grandes bases de dados com foco na execução das atividades de Data Analytics; explorando a base transacional de clientes e dados externos disponíveis em busca de Insights e GAPs; Interagir e acompanhar projetos da área;Você precisa ter:  Formação Superior em Ciências da Computação; Matemática; Estatística ou áreas correlatas. Experiência na área de Crédito/Cobrança; Conhecimentos avançados no desenvolvimento de Modelos Estatísticos; Experiência com programação em R; Python orientados ao aprendizado de máquina e aplicativos de modelagem de dados;,2019-07-24T20:59:59-0300,data scientist
15293864,Consultor de Data Science,São Paulo,SP,A Combinar,3,2019-09-16,Profissional,Tratamento estatístico de dados (data mining). Modelagem preditiva através de técnicas de machine learning e de data science. Modelagem de eventos temporais (séries temporais; modelos ARIMA). Desenvolvimento de modelos de simulação (Monte Carlo). Revisão e validação de modelos de rating e scoring; RAROC e parâmetros de risco. Apoio matemático ao negócio: desenvolvimento de algoritmos; estatística e probabilidade. Projetos de P&D. Recém-formados ou estudantes de último semestre. Conhecimentos de técnicas de modelagem (logit; GLM; séries temporais; árvores de decisão; random forests; clustering); linguagens de programação estatísticas (SAS; R; Python; Matlab) e ferramentas e plataformas de Big Data (Hadoop; Hive; etc). Realização de pós graduação; em especial Data Science; Finanças. Sólida trajetória acadêmica. Dinamismo; maturidade; responsabilidade e capacidade de trabalho. Uso avançado de ferramentas de informática. Alta capacidade de aprendizagem. Facilidade de integração em equipes multidisciplinares.,2019-07-30T20:59:59-0300,data scientist
15319860,Consultor Data Science,São Paulo,SP,A Combinar,1,2019-09-16,Profissional,Interagir com clientes; analisar dados e sua qualidade. Identificar problemas e corrigir dados; transformar e preparar dados para modelagem; participar do desenvolvimento de soluções com base em técnicas de análise de dados. Participar da Implantação de soluções no cliente; garantindo escopo; prazo e qualidade da solução. Graduação completa em Engenharia Elétrica; Engenharia Eletrônica; Engenharia da Computação; Matemática; Física; Estatística; Economia ou Ciência da Computação. Experiências anteriores: já ter participado de projetos de data mining; data science; modelagem ou afins. Conhecimentos em pelo menos uma das seguintes áreas: aprendizagem de máquina supervisionada e não supervisionada; otimização (programação linear; não linear; inteira e mista); séries temporais uni- e multi-variadas; modelagem de crédito e/ou manutenção preditiva; técnicas de regressão linear e não linear; marketing modelling. Perfil: curioso; autodidata; bom relacionamento com pessoas; interesse em desenvolver com criatividade soluções de ciência de dados para resolver problemas práticos de negócio. São diferenciais: experiência de negócio; conhecimento de BigData e tecnologia Hadoop (sobretudo SPARK); conhecimento de metodologia ágil de gestão de projetos (SCRUM; SPRINT); experiência e conhecimento em UX design e ferramentas de design thinking; conhecimento intermediário/avançado em estatística.,2019-08-05T20:59:59-0300,data scientist
15387294,Especialista em Marketing Data Science & BI,São Paulo,SP,A Combinar,1,2019-09-16,Profissional,Através da análise de dados melhorar o planejamento; execução e otimização dos programas de marketing digital em todo o funil; aumentando a eficiência e maximizando ROI. Configuração e gestão do GA. Usar data mining e ferramentas de modelagem estatística para desenvolver iniciativas de clusterização e segmentação. Identificar variáveis e desenvolver modelos para performance dos programas de geração de leads; leads nurturing e aumentar conversão. Acompanhar os programas; criar correlações e transformar os dados disponíveis do comportamento dos clientes em insight; assim sendo possível fazer recomendações para o crescimento do faturamento. Estruturar bases de dados; propor melhorias de processo e implementar automação. Garantir a acurácia de diferentes bases de dados internas e third party (Quando aplicável). Criar e manter dashboards (desenvolvimento próprio e/ou Metabase; Tableau; Kibana. Suporte e planejamento de testes A/B. Suportar o desenvolvimento de modelo de atribuição. Conhecimento em dados e ferramentas analíticas; experiência em trabalhar com dados olhando a jornada digital do cliente; métricas e criação de modelos preditivos. Conhecimentos avançados em Google Analytics; SEO; Digital Analytics; Cookies (1rs & 3rd party); pixel tags; social média; Modelos de atribuição. Experiência em data warehouse e SQL. Conhecimentos avançados em ferramentas de automação de marketing; em especial MAUTIC. Conhecimentos avançados nas ferramentas: Metabase e R. (São diferenciais conhecimentos em SPSS; SAS; Tableau; Python; Google BigQuery; Amazon Redshift e Google Data Studio).,2019-08-19T20:59:59-0300,data scientist
15431744,Coordenador de Data Science,São Paulo,SP,"De R$ 8.001,00 a R$ 9.000,00",1,2019-09-16,Profissional,Responsável pelas atividades de análise e modelagem de dados; elaboração de dashboards; tratamento de dados; desenvolvimento de relatórios; análises e gerenciamento das contas de web analytics do cliente. Gestão do trabalho: gerência equipe (e as contas) sob sua responsabilidade; priorizando tarefas; orientando processos e garantindo que os prazos sejam cumpridos; lidera projetos de baixa/média complexidade caso necessário. Gestão do trabalho: Lidera projetos de alta complexidade; organiza os cronogramas de trabalho. Estratégia e Gestão de Negócios: Ter uma visão geral dos clientes sob sua gestão e conseguir identificar oportunidades de crescimento de portfólio quando fizer sentido para o cliente. Relacionamento com clientes: se torna ponto de contato para o cliente em projetos médios. Relacionamento com outras áreas: garantir que o processo entre atendimento e as outras áreas flua. Ponto focal de suporte técnico para a equipe. Relacionamento com clientes: valida comunicações da equipe júnior. Desenha fluxo de dados e dashboards. Conhecimento em Excel; Python ou R e SQL. Boa base matemática; estatística e conceitos gerais de programação / algoritmos. Boa base de visualização de dados. Inglês intermediário / avançado. Conhecimento em Google Analytics.,2019-08-28T20:59:59-0300,data scientist
15460624,Analista Data Science Pleno,São Paulo,SP,"De R$ 5.001,00 a R$ 6.000,00",1,2019-09-16,Profissional,Fazer a aplicação de modelos matemáticos e estatísticos em grandes volumes de dados para resolução de problemas de negócio. Identificação de oportunidades de negócio; apontamento de melhorias e auxílio na automatização de processos baseados em dados. Criação de Dashboards e apresentação de resultado. Ensino Superior completo.,2019-09-03T20:59:59-0300,data scientist
15503016,Consultor - Data Science,São Paulo,SP,A Combinar,1,2019-09-16,Profissional,Os profissionais de Análise de Dados criam novos insights a partir de modelagem estatística preditiva com foco na geração de valor para o cliente. Formação superior em áreas como estatística; ciência da computação; matemática aplicada ou experiência de mercado com data science aplicado.Experiência em Python ou R utilizando bibliotecas de data science; Experiência em manipular dados estruturados para análise. Sólidos conhecimentos de estatística e modelagem em machine learning; Sólidos conhecimentos analíticos e algorítmicos para resolução de problemas.,2019-09-11T20:59:59-0300,data scientist
15503612,Analista - Data Science,São Paulo,SP,A Combinar,1,2019-09-16,Profissional,Como professional em Data Science; você irá realizer entregas em projetos de data science; construer novas capabilities e suportará a liderança. O candidato ideal é creativo; versátil com raciocínio analítico apurado; senso de negócio e habilidades interpessoais. É apaxionado pelos desafios do uso de estatística e machine learning em um ambiente de negócios; onde existem dados incompletos; dados enviesados; grandes volumes; dados onde é difícil separar o sinal dos ruídos; alta variância e múltiplas funções objetivo. Experiência em manipular dados não estruturados para análise; Desenvolvimento de software (controle de versão; debugging e manutenção de código); Redes neurais e deep learning  Formação superior em áreas como estatística; ciência da computação; matemática aplicada ou de 6 meses de experiência de mercado com data science aplicado.,2019-09-11T20:59:59-0300,data scientist
15275888,Analista de Business Intelligence,São Paulo,SP,A Combinar,1,2019-09-16,Profissional,Realizar o desenvolvimento de ETL; e atuar na construção de Relatórios e Dashboards utilizando o software de Business Intelligence Microsoft Power BI. Implementar; prestar suporte e efetuar manutenção em relatórios desenvolvidos em sua área de atuação. Ensino Superior completo em Tecnologia da Informação; Economia; Administração; Finanças; Estatística; Atuarial ou Marketing. Conhecimentos em estatística; matemática ou atuarial. Conhecimento em sistemas de BI. PowerBI; Tableau; QlikView ou Microstrategy.,2019-09-11T20:59:59-0300,data scientist
15289991,Cientista de Dados & Big Data,Rio de Janeiro,RJ,A Combinar,2,2019-09-16,Profissional,Criar soluções analíticas usando algoritmos de Machine Learning e Deep Learning; com as bibliotecas existentes; mas não limitadas a: Sklearn do python; tensorflow; keras. Criar soluções analíticas usando o Spark em um cluster Hadoop. Criar modelos preditivos; modelos baseados em aprendizagem supervisionada e não supervisionada; usando as bibliotecas do python; Knime e Spark. Criar modelos em redes neurais; redes bayesianas; decision trees; randon forests; clustering; k-means; redes neurais probabilísticas; naive bayes; fuzzy logic; SVM e regressões multivariadas em geral. Criar modelos de análise de estimativa de risco. Ensino Superior completo nas áreas de Engenharia; Matemática; Estatística; Química; Física; Computação ou Análise de Sistema. Experiência comprovada através de certificação fornecida pela HortonWorks; Cloudera; MapR ou Databricks em sistema Hadoop e/ou Spark; ou certificação Anaconda Data Science Certification em Machine Learning; ou certificação AWS Certified Big Data; ou certificação MCSE (Microsoft Certified Solutions Expert) Data Management and Analytics; ou MCSA (Microsoft Certified Solutions Associate) Data Science; ou certificação IBM Certified Data Architect Big Data. Conhecimento em programação; Python com as bibliotecas (Sklearn; Numpy; Scipy; Tensorflow); algorítmos de Machine Learning e Deep Learning e linguagem SQL.,2019-07-30T20:59:59-0300,data scientist
15436891,Professor Autor em Aprendizagem Profunda (Data Science) EAD,São Paulo,SP,A Combinar,1,2019-09-16,Profissional,Redes neurais profundas: Tipos; Dimensionalidade; Classificação e Regressão. Funções de ativação. Treinamento. Algoritmos de otimização. Gradiente. Entropia cruzada. Redes neurais recorrentes. Redes de crenças profundas. Redes convolucionais baseadas em regiões. Aplicações comerciais. A disciplina deverá ter o conteúdo inédito e referenciado; escrito por especialista e deverá ser concebida a partir de um plano de aula disponibilizado. Criação de material para a disciplina EAD.,2019-08-29T20:59:59-0300,data scientist
15500291,Analista de Business Intelligence,São Paulo,SP,"R$ 3.500,00",1,2019-09-16,Profissional,Atuar com relatórios gerenciais; análise de dados; compilar informações do PDV; etc. Obrigatório experiência com a ferramenta POWER BI. Superior cursando ou completo. Ter atuado em agência de trade será considerado diferencial. Excel avançado.,2019-09-11T20:59:59-0300,data scientist
15506843,Analista de Business Intelligence,São Paulo,SP,"De R$ 3.001,00 a R$ 4.000,00",1,2019-09-16,Profissional,Levantar; extrair e analisar de dados. Criar; editar e gerar relatórios com todos os tipos de informações e indicadores necessários para o bom funcionamento da operação. Desenvolvimento de dashboards; estruturação de KPI; apurar e acompanhar meta; cumprir padrões de qualidade; acuracidade e confiabilidade dos dados; tendências e cenários. Superior em Estatística; Engenharia de Produção ou Análise de Sistemas. Conhecimentos avançados em Excel e inglês intermediário ou avançado.,2019-09-12T20:59:59-0300,data scientist
15509787,Analista de Business Intelligence,Brasilia,DF,A Combinar,2,2019-09-16,Profissional,Responsável pela análise e levantamento de requisitos; definição da modelagem e modelos de dados a serem tratados e transformados pela ferramenta de B.I.; gerando relatórios acessíveis; facilitando a tomada de decisão dos gestores do Grupo. Desenvolvimento de carga de dados (ETL); Cubos; Relatórios e Dashbpoards em Qlikview e Qliksense. Analisar e desenvolver demandas e soluções Business Intelligence. Modelagem de dados; elaboração e manutenção de insights; dashbpoards das áreas do grupo. Criação de consultas diversas de banco de dados utilizando linguagem de SQL para geração de planilhas e/ou exportação de dados. Analisar e entender os processos da empresa. Extração de dados do sistema; para alimentar os relatórios; painéis; segmentação e estudos de dados solicitados pelo cliente. Identificação de padrões através de tratamentos de mineração de dados. Resposta e acompanhamento de chamados dos usuários através do OTRS. Sólidos conhecimentos em PL/SQL (Oracle). Ferramentas Business Intelligence como Qlikview e Qliksense; Data Warehouse; Set Analysis; link Table; Carga Incremental; Carga Full; Segregação de Dados; Section Access e etc. Conhecimento sistema MV200i / MVPEP / MVSoul; Node.js; Padrões de projetos.,2019-09-12T20:59:59-0300,data scientist
15511037,Analista de Business Intelligence,Jacarei,SP,A Combinar,3,2019-09-16,Profissional,Trabalhar em uma empresa de consultoria em BI e Analytics. Buscar inovação na área de tecnologia para diferenciais competitivos. Desenvolvimento de relatórios e painéis em Power BI. Desenvolvimento de pacotes ETL. Modelagem de soluções analíticas. Consultoria em Business Intelligence. Documentação de soluções. Gerenciamento de equipe. Elaboração de proposta técnica. Proposição de arquiteturas de solução para novos projetos. Tirar dúvidas técnicas dos analista (Júnior). Experiência anterior em Microsoft Power BI; plataforma de BI Microsoft: SSIS; SSAS; SSRS e SQL. Inglês (necessário para o trabalho com as tecnologias). Graduação em Sistema da Informação; Ciências da Computação; Engenharia de Sistemas; Desenvolvimento de Softwares.,2019-09-12T20:59:59-0300,data scientist
15511460,Analista de Business Intelligence,Brasilia,DF,A Combinar,1,2019-09-16,Profissional,Atuar na confecção de relatórios BI e acompanhamento de projetos e ações. Conhecimentos em Qlikview e Qliksense. Conhecimentos em ETL; elaboração de modelo de dados multidimensional. Experiência com banco de dados. Ensino Superior na área de TI ou afins. Pós-graduação.,2019-09-12T20:59:59-0300,data scientist
15514360,Analista de Business Intelligence,São Paulo,SP,"De R$ 5.001,00 a R$ 6.000,00",1,2019-09-16,Profissional,Desenvolvimento com GoodData; modelagem de Dados; desenhar; testar; implantar reports; KPIs e Dashboards. Levantamento de requisitos para elaboração de relatórios e suporte para área de negócio. Planejamento de projetos de BI contemplando suas versões e operações. Ensino Superior em Tecnologia da Informação; Análise de Sistemas; Engenharia da Computação e afins. Imprescindível experiência com extração de dados por meio de ferramentas de ETL GoodData/ Fast Analytics (TOTVS). Experiência avançada em SQL para extração de relatórios.,2019-09-13T20:59:59-0300,data scientist
15517280,Analista de Business Intelligence,São Paulo,SP,A Combinar,1,2019-09-16,Profissional,Converter soluções do Power BI que estão atualmente ligadas diretamente ao banco de dados; para cubos tabulares. Dar manutenção no cubo Multidimensional que está em produção; documentar processos desenvolvidos Desenvolver cargas para os cubos; dar suporte à equipe de analistas no desenvolvimento dos painéis; realizando os ajustes necessários nos cubos. Auxiliar no desenvolvimento de relatórios para áreas de negócios (extrator de dados). Auxiliar no desenvolvimento de solução de Alertas Experiência em Power BI (Desejável); Analisys Service (Multi Dimensional e Tabular); Integration Services; pacote Office; SQL; DAX (cubo Tabular); MDX (cubo Multi Dimensional); VBA (desejável) e Google Analytics (desejável).,2019-09-13T20:59:59-0300,data scientist
15373912,Estatístico,Campinas,SP,"De R$ 5.001,00 a R$ 6.000,00",1,2019-09-16,Profissional,Desenvolvimento de estudos e análises de alta complexidade. Compreensão e desenvolvimento de modelos preditivos. Construção de indicadores. Análise e estudos em bases específicas conforme demanda. Acompanhamento de dados qualitativos e quantitativos. Manipulação e extração de base de dados. Desenvolvimento de relatórios em ferramentas de visualização de dados. Automatização e aprimoramento de processos. Graduação Superior completa em Estatística. Experiência com manipulação dados. Experiência em trabalhar com grandes volumes de dados. Domínio em Software. Domínio em Excel.,2019-09-10T20:59:59-0300,data scientist
15448197,Analista de Business Intelligence,São Paulo,SP,A Combinar,1,2019-09-16,Profissional,Realizar análise crítica de massa de dados e métricas; criação de indicadores; compreender a relevância e impacto dos requisitos e regras de negócio de dados gerados. Modelagem de dados. Participar de reuniões com as áreas envolvidas e com cliente para prover de forma estratégica soluções para as campanhas de marketing. Manipulação de banco de dados relacionais (SQL). Familiaridade com ferramentas de análise estatística (Python; R; SAS; SPSS). Experiência em ferramentas de Business Intelligence (Power BI; QlikView; Tableau); ferramentas de integração e tratamento de dados (Pentaho; Talend; Alteryx; SSIS).,2019-09-06T20:59:59-0300,data scientist
15469156,Analista de Business Intelligence,Rio de Janeiro,RJ,A Combinar,1,2019-09-16,Profissional,Atuar com criação de relatórios e dashboards; datasets; cubos e visual insight; atuação com a administração do Microstrategy. Acompanhamento diário das entregas de negócio; Analisar e levantar requisitos; definir modelagem e modelos de dados a serem tratados e transformados e estudar a melhor ferramenta para extração de dados; Conhecimento em Desenho da Arquitetura de DW/BI (ETL; Modelagem de Dados; DM; Integrações; Serviços; etc.). Experiência na implementação de DW/BI; SQL; SQL SERVER 2008 ou versões mais atuais. Desejável experiência em: Metodologias ágeis; participação em Squads; envolvimento com iniciativas de Big Data. Atuação com a administração do Pentaho; Aplicação de recursos de segurança e ajuste de desempenho; Certificações Microstrategy. Conhecimentos em desenvolvimento na ferramenta PowerCenter; Metodologias ágeis; Participação em Squads; Envolvimento com iniciativas Big Data.,2019-09-05T20:59:59-0300,data scientist
15470553,Analista de Business Intelligence,São Paulo,SP,A Combinar,1,2019-09-16,Profissional,Atuar com criação de dashboards; relatórios gerenciais e operacionais utilizando a ferramenta Qlik Sense; desde a extração; manipulação e consolidação das informações; passando pela validação de usuários. Desenvolvimento de POCs e apresentações do Qlik Sense para prospects e clientes. Experiência em análise; levantamento de requisitos com as áreas de negócio modelagem de dados para BI; desenvolvimento e manutenção de aplicativos na ferramenta Qlik Sense/QlikView. Desejável vivência em projetos de business intelligence; ferramentas e rotinas de ETL; banco de dados sql. Será considerado um plus; conhecimento em desenvolvimento web (HTML5; CSS; jscript). Conhecimentos em linguagem / modelagem preditiva conhecimento em QlikView; Tableau ou Power BI. Buscamos pessoas com desenvoltura no relacionamento com clientes; visão de negócio; conhecimentos na elaboração de indicadores; base estatística e raciocínio lógico. Ensino Superior em Ciência da Computação; Análise e Desenvolvimento de Sistemas; Tecnologia da Informação; Engenharia da Computação ou áreas afins. Conhecimentos necessários: Conhecimentos em Power BI; Qlik /QlikView ou outra ferramenta de Business Intelligence; conhecimentos em linguagem SQL e banco de dados. Experiência na função. Inglês intermediário.,2019-09-11T20:59:59-0300,data scientist
15478526,Analista de Business Intelligence,São Paulo,SP,A Combinar,1,2019-09-16,Profissional,Atuar alocado em cliente em modelo suporte ambiente de SQL Server-BI do cliente e ser responsável pela execução de projeto de adequação da arquitetura atual do ambiente de BI-Azure. Experiência em  ETL-SSIS. Experiência com Desenvolvimento de Queries e Procedures SQL. Bons Conhecimentos de Modelagem de Dados (entidade/relacionamento). Inglês Técnico; conhecimento na ferramenta Erwin. Desejável conhecimentos em Power B. Experiência com desenvolvimento e Suporte de SSAS Azure (Analysis Services | Modelagem Multidimensional e Tabular).,2019-09-05T20:59:59-0300,data scientist
